"g","mcsome1","mcsome2","mcsome3","mcsome4","mcsome5"
"AshlandUniversity",0,0,0,0,0
"AshlandUniversity",0,1,1,0,1
"AshlandUniversity",0,0,0,0,0
"AshlandUniversity",1,0,0,1,0
"AshlandUniversity",0,1,0,0,0
"AshlandUniversity",0,0,1,0,1
"AshlandUniversity",0,1,1,0,0
"AshlandUniversity",0,0,0,0,1
"AshlandUniversity",0,1,1,1,1
"AshlandUniversity",1,1,1,1,1
"AshlandUniversity",0,1,1,0,0
"AshlandUniversity",1,1,1,1,1
"AshlandUniversity",1,1,1,0,0
"AshlandUniversity",1,1,1,0,1
"AshlandUniversity",0,0,0,0,0
"AshlandUniversity",0,1,0,0,0
"AshlandUniversity",0,1,1,1,1
"AshlandUniversity",1,1,1,1,1
"AshlandUniversity",0,0,0,0,0
"AshlandUniversity",0,1,0,0,0
"AshlandUniversity",0,0,0,0,0
"AshlandUniversity",1,1,1,1,1
"AshlandUniversity",1,1,1,1,1
"AshlandUniversity",0,1,1,0,1
"AshlandUniversity",0,1,1,0,1
"AshlandUniversity",0,0,0,0,1
"AshlandUniversity",0,0,0,0,0
"AshlandUniversity",1,1,1,1,1
"AshlandUniversity",0,1,1,0,0
"AshlandUniversity",0,0,1,0,0
"AshlandUniversity",1,1,0,0,1
"AshlandUniversity",1,1,1,0,1
"AshlandUniversity",0,0,0,0,0
"AshlandUniversity",1,1,1,1,1
"AshlandUniversity",0,1,0,0,1
"AshlandUniversity",0,0,0,0,0
"AshlandUniversity",1,1,0,0,1
"AshlandUniversity",0,0,0,0,0
"AshlandUniversity",0,1,0,1,1
"AshlandUniversity",1,0,0,1,1
"AshlandUniversity",0,1,1,1,1
"AshlandUniversity",0,1,1,1,0
"BradleyUniversity",1,1,1,0,0
"BradleyUniversity",1,0,0,0,0
"BradleyUniversity",1,1,1,0,1
"BradleyUniversity",0,1,1,0,1
"BradleyUniversity",0,1,1,1,1
"BradleyUniversity",1,0,1,0,1
"BradleyUniversity",1,1,1,1,1
"BradleyUniversity",1,1,1,1,1
"BradleyUniversity",0,0,1,1,1
"BradleyUniversity",1,1,1,1,1
"BradleyUniversity",0,1,1,1,0
"BradleyUniversity",1,1,1,0,0
"BradleyUniversity",0,1,1,0,1
"BradleyUniversity",1,1,1,1,0
"BradleyUniversity",1,1,0,0,1
"BradleyUniversity",0,0,1,0,0
"BradleyUniversity",0,0,0,0,1
"BradleyUniversity",0,0,0,0,1
"BradleyUniversity",1,0,0,1,0
"BradleyUniversity",0,1,1,0,0
"BradleyUniversity",0,0,1,0,1
"BradleyUniversity",0,1,0,0,1
"BradleyUniversity",0,0,0,1,1
"BradleyUniversity",0,1,0,0,0
"BradleyUniversity",0,0,0,0,0
"BradleyUniversity",1,1,1,0,1
"BradleyUniversity",1,1,1,1,1
"BradleyUniversity",0,1,1,0,0
"BradleyUniversity",1,1,1,1,1
"BradleyUniversity",0,0,0,0,0
"BradleyUniversity",1,1,1,1,1
"BradleyUniversity",1,1,1,1,1
"BradleyUniversity",0,0,0,0,0
"BradleyUniversity",0,0,0,0,1
"BradleyUniversity",1,0,1,0,0
"BradleyUniversity",1,1,1,1,1
"BradleyUniversity",0,0,0,0,0
"BradleyUniversity",0,0,0,0,0
"BradleyUniversity",1,0,1,0,1
"BradleyUniversity",1,1,1,1,1
"BradleyUniversity",1,1,1,0,0
"BradleyUniversity",0,1,0,0,1
"BradleyUniversity",1,1,0,1,1
"BradleyUniversity",1,1,1,1,0
"BradleyUniversity",0,1,0,1,0
"BradleyUniversity",0,1,0,0,0
"BradleyUniversity",0,0,0,0,0
"BradleyUniversity",0,1,0,0,0
"BradleyUniversity",0,0,0,0,0
"BradleyUniversity",0,0,0,0,0
"BradleyUniversity",1,1,1,1,0
"BradleyUniversity",0,0,0,1,1
"BradleyUniversity",1,1,0,0,0
"CarletonUniversity",1,0,0,0,1
"CarletonUniversity",0,0,1,0,0
"CarletonUniversity",0,1,0,1,0
"CarletonUniversity",0,0,0,0,0
"CarletonUniversity",0,1,0,0,1
"CarletonUniversity",0,1,1,1,1
"CarletonUniversity",0,1,1,0,0
"CarletonUniversity",0,1,1,0,1
"CarletonUniversity",1,0,1,1,1
"CarletonUniversity",1,0,1,1,1
"CarletonUniversity",0,1,1,0,0
"CarletonUniversity",1,1,1,1,1
"CarletonUniversity",1,1,1,1,1
"CarletonUniversity",0,0,1,0,1
"CarletonUniversity",0,0,0,0,1
"CarletonUniversity",0,0,0,0,0
"CarletonUniversity",1,1,1,1,1
"CarletonUniversity",1,0,1,1,0
"CarletonUniversity",1,1,1,0,0
"CarletonUniversity",1,1,1,1,0
"CarletonUniversity",0,1,1,0,0
"CarletonUniversity",1,0,1,0,1
"IthacaCollege",1,1,1,0,1
"IthacaCollege",0,0,0,0,0
"IthacaCollege",1,1,0,0,1
"IthacaCollege",0,1,1,1,1
"IthacaCollege",0,1,1,0,1
"IthacaCollege",1,1,0,1,1
"IthacaCollege",1,1,1,0,1
"IthacaCollege",1,1,1,1,1
"IthacaCollege",0,0,0,0,0
"IthacaCollege",0,1,1,0,1
"IthacaCollege",0,1,1,0,0
"IthacaCollege",0,0,0,0,0
"IthacaCollege",0,1,1,1,0
"IthacaCollege",0,0,0,0,0
"IthacaCollege",0,0,0,0,0
"IthacaCollege",0,1,1,0,0
"IthacaCollege",0,1,0,0,0
"IthacaCollege",0,1,1,1,1
"IthacaCollege",1,1,1,0,0
"IthacaCollege",1,1,0,0,0
"IthacaCollege",0,0,0,0,0
"IthacaCollege",1,0,1,1,1
"IthacaCollege",0,1,0,0,0
"IthacaCollege",1,1,1,1,1
"IthacaCollege",0,1,1,0,0
"IthacaCollege",0,1,1,1,1
"IthacaCollege",0,1,0,0,0
"IthacaCollege",1,1,1,0,1
"IthacaCollege",1,1,1,0,1
"IthacaCollege",1,1,1,1,1
"IthacaCollege",0,1,1,1,0
"IthacaCollege",0,0,0,0,0
"IthacaCollege",1,1,1,1,1
"IthacaCollege",0,1,0,0,0
"IthacaCollege",1,1,1,0,1
"IthacaCollege",1,1,1,0,1
"IthacaCollege",0,0,1,0,0
"IthacaCollege",1,1,1,1,1
"IthacaCollege",1,0,1,0,1
"IthacaCollege",1,1,0,1,1
"IthacaCollege",1,1,1,0,1
"IthacaCollege",0,1,0,0,0
"IthacaCollege",0,0,0,0,0
"IthacaCollege",1,1,1,1,1
"IthacaCollege",0,0,0,0,0
"IthacaCollege",1,1,0,0,1
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",1,1,1,1,1
"MiamiUniversity",0,1,0,0,1
"MiamiUniversity",0,1,1,0,0
"MiamiUniversity",0,1,0,0,1
"MiamiUniversity",1,0,1,0,1
"MiamiUniversity",0,0,1,1,0
"MiamiUniversity",0,1,1,1,0
"MiamiUniversity",0,1,1,0,1
"MiamiUniversity",1,1,1,1,0
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",1,1,1,1,1
"MiamiUniversity",0,1,1,0,0
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",0,1,0,0,0
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",0,1,0,0,1
"MiamiUniversity",1,1,1,1,1
"MiamiUniversity",0,1,1,0,0
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",0,1,1,0,0
"MiamiUniversity",0,0,1,0,0
"MiamiUniversity",1,0,0,1,1
"MiamiUniversity",1,0,0,0,0
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",0,1,0,0,0
"MiamiUniversity",1,1,0,1,0
"MiamiUniversity",0,1,1,0,1
"MiamiUniversity",0,0,1,0,0
"MiamiUniversity",0,1,0,0,0
"MiamiUniversity",1,1,1,1,1
"MiamiUniversity",1,1,1,0,1
"MiamiUniversity",0,0,1,0,0
"MiamiUniversity",0,1,1,0,0
"MiamiUniversity",1,1,1,0,1
"MiamiUniversity",0,1,1,0,0
"MiamiUniversity",1,1,1,1,1
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",0,1,0,0,0
"MiamiUniversity",1,0,1,0,1
"MiamiUniversity",1,1,1,0,1
"MiamiUniversity",0,0,1,0,1
"MiamiUniversity",0,1,1,0,0
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",0,0,0,0,0
"MiamiUniversity",1,1,1,0,0
"MiamiUniversity",1,1,1,0,1
"MiamiUniversity",1,1,1,1,0
"MiamiUniversity",0,1,0,0,0
"MiamiUniversity",0,1,0,1,1
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",1,1,1,0,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",1,0,0,1,1
"MichiganStateUniversity",0,1,0,1,0
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,0,1,1,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",0,1,0,0,1
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,1,0
"MichiganStateUniversity",0,1,1,1,0
"MichiganStateUniversity",1,1,1,1,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",1,1,0,0,0
"MichiganStateUniversity",1,1,0,1,0
"MichiganStateUniversity",1,1,0,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,1,0,1,0
"MichiganStateUniversity",0,0,1,1,0
"MichiganStateUniversity",0,0,0,1,1
"MichiganStateUniversity",1,1,0,1,0
"MichiganStateUniversity",0,1,1,0,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,0,0,1,0
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",0,0,1,1,0
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",0,1,0,0,1
"MichiganStateUniversity",0,1,1,1,0
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",0,0,1,1,0
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,1,0,0,1
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",1,1,0,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,0,1,1,1
"MichiganStateUniversity",1,1,1,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",0,1,1,0,1
"MichiganStateUniversity",1,0,1,0,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,0,1,1,1
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",1,0,1,1,1
"MichiganStateUniversity",1,1,1,0,0
"MichiganStateUniversity",1,0,1,0,0
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",1,1,1,0,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",0,0,1,1,0
"MichiganStateUniversity",0,1,1,1,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",0,0,1,0,1
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",0,1,1,1,1
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",0,1,1,0,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",0,0,0,0,1
"MichiganStateUniversity",1,1,1,1,0
"MichiganStateUniversity",0,1,1,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,1,1,1,1
"MichiganStateUniversity",1,1,1,1,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",0,1,1,0,1
"MichiganStateUniversity",0,0,0,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",1,1,1,1,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,1,1,1,1
"MichiganStateUniversity",0,0,0,1,1
"MichiganStateUniversity",0,1,1,1,1
"MichiganStateUniversity",1,1,1,0,0
"MichiganStateUniversity",1,0,0,0,0
"MichiganStateUniversity",0,1,1,0,1
"MichiganStateUniversity",0,1,1,1,0
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",1,0,1,1,1
"MichiganStateUniversity",1,1,0,0,1
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",1,1,1,0,0
"MichiganStateUniversity",0,0,0,1,1
"MichiganStateUniversity",1,1,0,0,1
"MichiganStateUniversity",0,1,0,1,1
"MichiganStateUniversity",0,0,1,1,1
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",1,0,0,0,1
"MichiganStateUniversity",0,0,1,0,1
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,1,1,0,1
"MichiganStateUniversity",0,0,1,0,0
"MichiganStateUniversity",1,1,1,1,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,0,1,1,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",1,0,1,1,1
"MichiganStateUniversity",1,1,1,0,1
"MichiganStateUniversity",1,1,1,0,0
"MichiganStateUniversity",1,1,0,1,0
"MichiganStateUniversity",1,1,1,0,0
"MichiganStateUniversity",0,1,0,0,0
"MichiganStateUniversity",0,0,0,0,1
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",0,0,0,0,0
"MichiganStateUniversity",0,1,0,1,1
"MichiganStateUniversity",1,1,1,1,1
"MichiganStateUniversity",0,1,1,0,0
"MichiganStateUniversity",0,1,1,0,1
"MichiganStateUniversity",0,1,1,0,1
"MichiganStateUniversity",0,1,0,0,1
"MichiganStateUniversity",1,1,0,0,0
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",1,1,1,0,0
"MontanaStateUniversity",0,1,0,1,1
"MontanaStateUniversity",1,1,0,0,0
"MontanaStateUniversity",1,1,1,0,1
"MontanaStateUniversity",1,1,1,1,0
"MontanaStateUniversity",1,0,0,1,1
"MontanaStateUniversity",0,1,1,0,0
"MontanaStateUniversity",0,1,1,0,0
"MontanaStateUniversity",0,0,0,0,1
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",0,0,0,0,1
"MontanaStateUniversity",0,1,1,0,0
"MontanaStateUniversity",0,1,1,1,1
"MontanaStateUniversity",0,1,1,0,1
"MontanaStateUniversity",0,1,1,0,0
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",1,0,1,0,1
"MontanaStateUniversity",0,0,0,0,0
"MontanaStateUniversity",0,0,1,0,1
"MontanaStateUniversity",0,0,0,0,0
"MontanaStateUniversity",0,1,1,0,0
"MontanaStateUniversity",0,1,0,1,0
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",1,1,0,0,0
"MontanaStateUniversity",1,1,1,1,0
"MontanaStateUniversity",0,1,1,1,1
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",1,0,1,0,0
"MontanaStateUniversity",0,1,0,1,1
"MontanaStateUniversity",1,0,0,0,0
"MontanaStateUniversity",0,0,1,0,1
"MontanaStateUniversity",1,1,1,0,1
"MontanaStateUniversity",1,1,0,0,1
"MontanaStateUniversity",0,0,0,0,0
"MontanaStateUniversity",1,1,1,0,1
"MontanaStateUniversity",1,1,1,0,0
"MontanaStateUniversity",0,1,0,1,0
"MontanaStateUniversity",0,1,0,1,0
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",1,1,1,0,0
"MontanaStateUniversity",0,1,1,0,0
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",0,1,0,1,0
"MontanaStateUniversity",0,0,0,0,0
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",1,1,1,1,1
"MontanaStateUniversity",0,0,0,1,1
"MontanaStateUniversity",0,0,1,0,1
"MontanaStateUniversity",0,0,0,0,0
"MontanaStateUniversity",0,0,1,1,0
"MontanaStateUniversity",0,0,0,0,0
"MontanaStateUniversity",0,1,1,0,0
"MontanaStateUniversity",1,1,0,0,0
"MontanaStateUniversity",0,1,0,0,0
"MontanaStateUniversity",1,1,1,1,0
"MontanaStateUniversity",0,1,1,0,0
"MontanaStateUniversity",0,1,1,1,0
"MontanaStateUniversity",0,0,0,0,0
"MontanaStateUniversity",0,1,0,0,1
"mTurk",1,1,1,1,0
"mTurk",1,1,1,1,1
"mTurk",0,1,1,0,0
"mTurk",0,1,1,0,0
"mTurk",0,0,0,0,0
"mTurk",1,0,1,0,1
"mTurk",0,1,0,1,0
"mTurk",0,1,0,0,1
"mTurk",1,1,1,1,0
"mTurk",0,1,1,0,0
"mTurk",0,1,1,0,0
"mTurk",0,1,1,1,0
"mTurk",1,1,1,1,1
"mTurk",0,0,0,0,0
"mTurk",0,0,0,1,1
"mTurk",0,0,1,0,0
"mTurk",0,0,0,0,0
"mTurk",0,1,1,0,0
"mTurk",1,1,1,1,1
"mTurk",0,0,0,0,0
"mTurk",0,1,0,1,1
"mTurk",0,0,0,0,1
"mTurk",1,1,0,0,1
"mTurk",0,1,1,1,1
"mTurk",1,1,1,1,1
"mTurk",0,1,1,0,0
"mTurk",0,0,1,0,1
"mTurk",1,1,1,1,0
"mTurk",0,1,1,0,0
"mTurk",0,0,1,0,1
"mTurk",0,0,0,0,1
"mTurk",0,0,1,0,1
"mTurk",0,0,0,0,0
"mTurk",1,1,1,1,1
"mTurk",0,1,1,0,1
"mTurk",1,0,1,0,0
"mTurk",0,1,1,0,0
"mTurk",0,0,1,0,0
"mTurk",0,1,1,1,1
"mTurk",0,1,0,1,0
"mTurk",1,1,1,1,1
"mTurk",1,1,1,1,1
"mTurk",1,1,1,1,1
"mTurk",0,0,0,0,1
"mTurk",1,1,1,1,1
"mTurk",0,1,1,0,0
"mTurk",0,1,0,1,0
"mTurk",1,1,0,0,1
"mTurk",0,1,1,0,0
"mTurk",1,1,1,1,1
"mTurk",0,0,0,0,0
"mTurk",0,0,1,0,0
"mTurk",0,0,1,0,1
"mTurk",1,1,1,1,1
"mTurk",0,1,1,1,1
"mTurk",0,0,0,0,0
"mTurk",1,1,1,1,1
"mTurk",1,1,1,0,1
"mTurk",0,0,0,0,0
"mTurk",0,1,1,0,0
"mTurk",1,1,1,1,1
"mTurk",0,0,0,0,0
"mTurk",0,0,0,0,0
"mTurk",0,1,0,0,0
"mTurk",1,0,1,0,0
"mTurk",0,0,0,0,0
"mTurk",0,1,1,1,1
"mTurk",1,1,1,1,1
"mTurk",0,1,1,0,1
"mTurk",1,1,1,0,0
"mTurk",0,0,0,0,0
"mTurk",1,1,1,1,1
"mTurk",1,1,1,0,1
"mTurk",1,1,1,0,1
"mTurk",1,1,1,1,1
"mTurk",0,1,1,0,0
"mTurk",0,0,0,0,0
"mTurk",0,1,1,1,0
"mTurk",1,0,0,1,1
"mTurk",0,0,0,0,0
"mTurk",1,0,0,0,0
"mTurk",0,0,1,0,1
"mTurk",1,1,1,1,1
"mTurk",0,0,0,0,1
"mTurk",0,1,0,1,0
"mTurk",1,1,1,1,1
"mTurk",0,0,1,0,0
"mTurk",0,0,0,0,0
"mTurk",0,0,0,0,0
"mTurk",1,1,1,1,1
"mTurk",0,1,1,0,0
"mTurk",0,1,1,0,1
"mTurk",0,0,0,0,1
"mTurk",1,1,1,1,1
"mTurk",0,0,1,1,1
"mTurk",0,0,0,0,0
